"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Drug/Alcohol Induced Cause"	"Drug/Alcohol Induced Cause Code"	Deaths	Population	Crude Rate
	"New Jersey"	"34"	"2007"	"2007"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	75	8677885	0.9
	"New Jersey"	"34"	"2007"	"2007"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	24	8677885	0.3
	"New Jersey"	"34"	"2007"	"2007"	"All other drug-induced causes"	"D9"	70	8677885	0.8
	"New Jersey"	"34"	"2007"	"2007"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	23	8677885	0.3
	"New Jersey"	"34"	"2007"	"2007"	"All other alcohol-induced causes"	"A9"	391	8677885	4.5
	"New Jersey"	"34"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O9"	68451	8677885	788.8
	"New Jersey"	"34"	"2008"	"2008"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	605	8711090	6.9
	"New Jersey"	"34"	"2008"	"2008"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	72	8711090	0.8
	"New Jersey"	"34"	"2008"	"2008"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	24	8711090	0.3
	"New Jersey"	"34"	"2008"	"2008"	"All other drug-induced causes"	"D9"	106	8711090	1.2
	"New Jersey"	"34"	"2008"	"2008"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	80	8711090	0.9
	"New Jersey"	"34"	"2008"	"2008"	"All other alcohol-induced causes"	"A9"	424	8711090	4.9
	"New Jersey"	"34"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O9"	68714	8711090	788.8
	"New Jersey"	"34"	"2009"	"2009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	223	8755602	2.5
	"New Jersey"	"34"	"2009"	"2009"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	36	8755602	0.4
	"New Jersey"	"34"	"2009"	"2009"	"All other drug-induced causes"	"D9"	80	8755602	0.9
	"New Jersey"	"34"	"2009"	"2009"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	18	8755602	Unreliable
	"New Jersey"	"34"	"2009"	"2009"	"All other alcohol-induced causes"	"A9"	377	8755602	4.3
	"New Jersey"	"34"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O9"	67539	8755602	771.4
	"New Jersey"	"34"	"2010"	"2010"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	732	8791894	8.3
	"New Jersey"	"34"	"2010"	"2010"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	106	8791894	1.2
	"New Jersey"	"34"	"2010"	"2010"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	29	8791894	0.3
	"New Jersey"	"34"	"2010"	"2010"	"All other drug-induced causes"	"D9"	35	8791894	0.4
	"New Jersey"	"34"	"2010"	"2010"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	77	8791894	0.9
	"New Jersey"	"34"	"2010"	"2010"	"All other alcohol-induced causes"	"A9"	471	8791894	5.4
	"New Jersey"	"34"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O9"	68044	8791894	773.9
	"New Jersey"	"34"	"2011"	"2011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	868	8821155	9.8
	"New Jersey"	"34"	"2011"	"2011"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	97	8821155	1.1
	"New Jersey"	"34"	"2011"	"2011"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	45	8821155	0.5
	"New Jersey"	"34"	"2011"	"2011"	"All other drug-induced causes"	"D9"	30	8821155	0.3
	"New Jersey"	"34"	"2011"	"2011"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	81	8821155	0.9
	"New Jersey"	"34"	"2011"	"2011"	"All other alcohol-induced causes"	"A9"	503	8821155	5.7
	"New Jersey"	"34"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O9"	68932	8821155	781.4
	"New Jersey"	"34"	"2012"	"2012"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1061	8864590	12.0
	"New Jersey"	"34"	"2012"	"2012"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	120	8864590	1.4
	"New Jersey"	"34"	"2012"	"2012"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	39	8864590	0.4
	"New Jersey"	"34"	"2012"	"2012"	"All other drug-induced causes"	"D9"	46	8864590	0.5
	"New Jersey"	"34"	"2012"	"2012"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	65	8864590	0.7
	"New Jersey"	"34"	"2012"	"2012"	"All other alcohol-induced causes"	"A9"	439	8864590	5.0
	"New Jersey"	"34"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O9"	68762	8864590	775.7
	"New Jersey"	"34"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1168	8899339	13.1
	"New Jersey"	"34"	"2013"	"2013"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	109	8899339	1.2
	"New Jersey"	"34"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	17	8899339	Unreliable
	"New Jersey"	"34"	"2013"	"2013"	"All other drug-induced causes"	"D9"	37	8899339	0.4
	"New Jersey"	"34"	"2013"	"2013"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	77	8899339	0.9
	"New Jersey"	"34"	"2013"	"2013"	"All other alcohol-induced causes"	"A9"	474	8899339	5.3
	"New Jersey"	"34"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O9"	69521	8899339	781.2
	"New Jersey"	"34"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1109	8938175	12.4
	"New Jersey"	"34"	"2014"	"2014"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	106	8938175	1.2
	"New Jersey"	"34"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	37	8938175	0.4
	"New Jersey"	"34"	"2014"	"2014"	"All other drug-induced causes"	"D9"	50	8938175	0.6
	"New Jersey"	"34"	"2014"	"2014"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	60	8938175	0.7
	"New Jersey"	"34"	"2014"	"2014"	"All other alcohol-induced causes"	"A9"	495	8938175	5.5
	"New Jersey"	"34"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O9"	69458	8938175	777.1
	"New Jersey"	"34"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1326	8958013	14.8
	"New Jersey"	"34"	"2015"	"2015"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	102	8958013	1.1
	"New Jersey"	"34"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	24	8958013	0.3
	"New Jersey"	"34"	"2015"	"2015"	"All other drug-induced causes"	"D9"	52	8958013	0.6
	"New Jersey"	"34"	"2015"	"2015"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	61	8958013	0.7
	"New Jersey"	"34"	"2015"	"2015"	"All other alcohol-induced causes"	"A9"	466	8958013	5.2
	"New Jersey"	"34"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O9"	70238	8958013	784.1
	"New Jersey"	"34"	"2016"	"2016"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1931	8944469	21.6
	"New Jersey"	"34"	"2016"	"2016"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	84	8944469	0.9
	"New Jersey"	"34"	"2016"	"2016"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	40	8944469	0.4
	"New Jersey"	"34"	"2016"	"2016"	"All other drug-induced causes"	"D9"	76	8944469	0.8
	"New Jersey"	"34"	"2016"	"2016"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	64	8944469	0.7
	"New Jersey"	"34"	"2016"	"2016"	"All other alcohol-induced causes"	"A9"	519	8944469	5.8
	"New Jersey"	"34"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O9"	70440	8944469	787.5
	"New Mexico"	"35"	"1999"	"1999"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	221	1808082	12.2
	"New Mexico"	"35"	"1999"	"1999"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	43	1808082	2.4
	"New Mexico"	"35"	"1999"	"1999"	"All other alcohol-induced causes"	"A9"	292	1808082	16.1
	"New Mexico"	"35"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O9"	13108	1808082	725.0
	"New Mexico"	"35"	"2000"	"2000"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	217	1819046	11.9
	"New Mexico"	"35"	"2000"	"2000"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	52	1819046	2.9
	"New Mexico"	"35"	"2000"	"2000"	"All other drug-induced causes"	"D9"	10	1819046	Unreliable
	"New Mexico"	"35"	"2000"	"2000"	"All other alcohol-induced causes"	"A9"	336	1819046	18.5
	"New Mexico"	"35"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O9"	12802	1819046	703.8
	"New Mexico"	"35"	"2001"	"2001"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	211	1831690	11.5
	"New Mexico"	"35"	"2001"	"2001"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	45	1831690	2.5
	"New Mexico"	"35"	"2001"	"2001"	"All other drug-induced causes"	"D9"	19	1831690	Unreliable
	"New Mexico"	"35"	"2001"	"2001"	"All other alcohol-induced causes"	"A9"	326	1831690	17.8
	"New Mexico"	"35"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O9"	13521	1831690	738.2
	"New Mexico"	"35"	"2002"	"2002"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	242	1855309	13.0
	"New Mexico"	"35"	"2002"	"2002"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	44	1855309	2.4
	"New Mexico"	"35"	"2002"	"2002"	"All other drug-induced causes"	"D9"	14	1855309	Unreliable
	"New Mexico"	"35"	"2002"	"2002"	"All other alcohol-induced causes"	"A9"	310	1855309	16.7
	"New Mexico"	"35"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O9"	13730	1855309	740.0
	"New Mexico"	"35"	"2003"	"2003"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	318	1877574	16.9
	"New Mexico"	"35"	"2003"	"2003"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	39	1877574	2.1
	"New Mexico"	"35"	"2003"	"2003"	"All other drug-induced causes"	"D9"	15	1877574	Unreliable
	"New Mexico"	"35"	"2003"	"2003"	"All other alcohol-induced causes"	"A9"	356	1877574	19.0
	"New Mexico"	"35"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O9"	14072	1877574	749.5
	"New Mexico"	"35"	"2004"	"2004"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	269	1903808	14.1
	"New Mexico"	"35"	"2004"	"2004"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	43	1903808	2.3
	"New Mexico"	"35"	"2004"	"2004"	"All other drug-induced causes"	"D9"	17	1903808	Unreliable
	"New Mexico"	"35"	"2004"	"2004"	"All other alcohol-induced causes"	"A9"	319	1903808	16.8
	"New Mexico"	"35"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O9"	13642	1903808	716.6
	"New Mexico"	"35"	"2005"	"2005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	322	1932274	16.7
	"New Mexico"	"35"	"2005"	"2005"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	49	1932274	2.5
	"New Mexico"	"35"	"2005"	"2005"	"All other drug-induced causes"	"D9"	12	1932274	Unreliable
	"New Mexico"	"35"	"2005"	"2005"	"All other alcohol-induced causes"	"A9"	316	1932274	16.4
	"New Mexico"	"35"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O9"	14279	1932274	739.0
	"New Mexico"	"35"	"2006"	"2006"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	335	1962137	17.1
	"New Mexico"	"35"	"2006"	"2006"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	58	1962137	3.0
	"New Mexico"	"35"	"2006"	"2006"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	25	1962137	1.3
	"New Mexico"	"35"	"2006"	"2006"	"All other drug-induced causes"	"D9"	17	1962137	Unreliable
	"New Mexico"	"35"	"2006"	"2006"	"All other alcohol-induced causes"	"A9"	346	1962137	17.6
	"New Mexico"	"35"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O9"	14510	1962137	739.5
	"New Mexico"	"35"	"2007"	"2007"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	369	1990070	18.5
	"New Mexico"	"35"	"2007"	"2007"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	67	1990070	3.4
	"New Mexico"	"35"	"2007"	"2007"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	26	1990070	1.3
	"New Mexico"	"35"	"2007"	"2007"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	29	1990070	1.5
	"New Mexico"	"35"	"2007"	"2007"	"All other alcohol-induced causes"	"A9"	375	1990070	18.8
	"New Mexico"	"35"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O9"	14607	1990070	734.0
	"New Mexico"	"35"	"2008"	"2008"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	403	2010662	20.0
	"New Mexico"	"35"	"2008"	"2008"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	82	2010662	4.1
	"New Mexico"	"35"	"2008"	"2008"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	32	2010662	1.6
	"New Mexico"	"35"	"2008"	"2008"	"All other drug-induced causes"	"D9"	16	2010662	Unreliable
	"New Mexico"	"35"	"2008"	"2008"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	52	2010662	2.6
	"New Mexico"	"35"	"2008"	"2008"	"All other alcohol-induced causes"	"A9"	383	2010662	19.0
	"New Mexico"	"35"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O9"	15036	2010662	747.8
	"New Mexico"	"35"	"2009"	"2009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	352	2036802	17.3
	"New Mexico"	"35"	"2009"	"2009"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	58	2036802	2.8
	"New Mexico"	"35"	"2009"	"2009"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	27	2036802	1.3
	"New Mexico"	"35"	"2009"	"2009"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	54	2036802	2.7
	"New Mexico"	"35"	"2009"	"2009"	"All other alcohol-induced causes"	"A9"	372	2036802	18.3
	"New Mexico"	"35"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O9"	14770	2036802	725.2
	"New Mexico"	"35"	"2010"	"2010"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	377	2059179	18.3
	"New Mexico"	"35"	"2010"	"2010"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	85	2059179	4.1
	"New Mexico"	"35"	"2010"	"2010"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	16	2059179	Unreliable
	"New Mexico"	"35"	"2010"	"2010"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	47	2059179	2.3
	"New Mexico"	"35"	"2010"	"2010"	"All other alcohol-induced causes"	"A9"	378	2059179	18.4
	"New Mexico"	"35"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O9"	15019	2059179	729.4
	"New Mexico"	"35"	"2011"	"2011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	445	2082224	21.4
	"New Mexico"	"35"	"2011"	"2011"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	66	2082224	3.2
	"New Mexico"	"35"	"2011"	"2011"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	17	2082224	Unreliable
	"New Mexico"	"35"	"2011"	"2011"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	55	2082224	2.6
	"New Mexico"	"35"	"2011"	"2011"	"All other alcohol-induced causes"	"A9"	427	2082224	20.5
	"New Mexico"	"35"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O9"	15433	2082224	741.2
	"New Mexico"	"35"	"2012"	"2012"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	413	2085538	19.8
	"New Mexico"	"35"	"2012"	"2012"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	66	2085538	3.2
	"New Mexico"	"35"	"2012"	"2012"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	13	2085538	Unreliable
	"New Mexico"	"35"	"2012"	"2012"	"All other drug-induced causes"	"D9"	10	2085538	Unreliable
	"New Mexico"	"35"	"2012"	"2012"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	54	2085538	2.6
	"New Mexico"	"35"	"2012"	"2012"	"All other alcohol-induced causes"	"A9"	444	2085538	21.3
	"New Mexico"	"35"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O9"	15710	2085538	753.3
	"New Mexico"	"35"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	367	2085287	17.6
	"New Mexico"	"35"	"2013"	"2013"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	72	2085287	3.5
	"New Mexico"	"35"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	19	2085287	Unreliable
	"New Mexico"	"35"	"2013"	"2013"	"All other drug-induced causes"	"D9"	13	2085287	Unreliable
	"New Mexico"	"35"	"2013"	"2013"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	49	2085287	2.3
	"New Mexico"	"35"	"2013"	"2013"	"All other alcohol-induced causes"	"A9"	442	2085287	21.2
	"New Mexico"	"35"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O9"	15843	2085287	759.8
	"New Mexico"	"35"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	486	2085572	23.3
	"New Mexico"	"35"	"2014"	"2014"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	50	2085572	2.4
	"New Mexico"	"35"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	11	2085572	Unreliable
	"New Mexico"	"35"	"2014"	"2014"	"All other drug-induced causes"	"D9"	12	2085572	Unreliable
	"New Mexico"	"35"	"2014"	"2014"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	32	2085572	1.5
	"New Mexico"	"35"	"2014"	"2014"	"All other alcohol-induced causes"	"A9"	484	2085572	23.2
	"New Mexico"	"35"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O9"	16504	2085572	791.3
	"New Mexico"	"35"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	417	2085109	20.0
	"New Mexico"	"35"	"2015"	"2015"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	71	2085109	3.4
	"New Mexico"	"35"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	12	2085109	Unreliable
	"New Mexico"	"35"	"2015"	"2015"	"All other drug-induced causes"	"D9"	15	2085109	Unreliable
	"New Mexico"	"35"	"2015"	"2015"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	52	2085109	2.5
	"New Mexico"	"35"	"2015"	"2015"	"All other alcohol-induced causes"	"A9"	604	2085109	29.0
	"New Mexico"	"35"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O9"	16513	2085109	791.9
	"New Mexico"	"35"	"2016"	"2016"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	428	2081015	20.6
	"New Mexico"	"35"	"2016"	"2016"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	67	2081015	3.2
	"New Mexico"	"35"	"2016"	"2016"	"All other drug-induced causes"	"D9"	25	2081015	1.2
	"New Mexico"	"35"	"2016"	"2016"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	55	2081015	2.6
	"New Mexico"	"35"	"2016"	"2016"	"All other alcohol-induced causes"	"A9"	614	2081015	29.5
	"New Mexico"	"35"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O9"	17171	2081015	825.1
	"New York"	"36"	"1999"	"1999"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	809	18882725	4.3
	"New York"	"36"	"1999"	"1999"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	104	18882725	0.6
	"New York"	"36"	"1999"	"1999"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	45	18882725	0.2
	"New York"	"36"	"1999"	"1999"	"All other drug-induced causes"	"D9"	143	18882725	0.8
	"New York"	"36"	"1999"	"1999"	"All other alcohol-induced causes"	"A9"	1233	18882725	6.5
	"New York"	"36"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O9"	157583	18882725	834.5
	"New York"	"36"	"2000"	"2000"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	644	18976457	3.4
	"New York"	"36"	"2000"	"2000"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	80	18976457	0.4
	"New York"	"36"	"2000"	"2000"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	41	18976457	0.2
	"New York"	"36"	"2000"	"2000"	"All other drug-induced causes"	"D9"	134	18976457	0.7
	"New York"	"36"	"2000"	"2000"	"All other alcohol-induced causes"	"A9"	1155	18976457	6.1
	"New York"	"36"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O9"	156143	18976457	822.8
	"New York"	"36"	"2001"	"2001"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	895	19082838	4.7
	"New York"	"36"	"2001"	"2001"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	140	19082838	0.7
	"New York"	"36"	"2001"	"2001"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	43	19082838	0.2
	"New York"	"36"	"2001"	"2001"	"All other drug-induced causes"	"D9"	201	19082838	1.1
	"New York"	"36"	"2001"	"2001"	"All other alcohol-induced causes"	"A9"	1168	19082838	6.1
	"New York"	"36"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O9"	156783	19082838	821.6
	"New York"	"36"	"2002"	"2002"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	766	19137800	4.0
	"New York"	"36"	"2002"	"2002"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	98	19137800	0.5
	"New York"	"36"	"2002"	"2002"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	57	19137800	0.3
	"New York"	"36"	"2002"	"2002"	"All other drug-induced causes"	"D9"	195	19137800	1.0
	"New York"	"36"	"2002"	"2002"	"All other alcohol-induced causes"	"A9"	1096	19137800	5.7
	"New York"	"36"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O9"	155901	19137800	814.6
	"New York"	"36"	"2003"	"2003"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	810	19175939	4.2
	"New York"	"36"	"2003"	"2003"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	109	19175939	0.6
	"New York"	"36"	"2003"	"2003"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	44	19175939	0.2
	"New York"	"36"	"2003"	"2003"	"All other drug-induced causes"	"D9"	245	19175939	1.3
	"New York"	"36"	"2003"	"2003"	"All other alcohol-induced causes"	"A9"	1095	19175939	5.7
	"New York"	"36"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O9"	153566	19175939	800.8
	"New York"	"36"	"2004"	"2004"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	714	19171567	3.7
	"New York"	"36"	"2004"	"2004"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	91	19171567	0.5
	"New York"	"36"	"2004"	"2004"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	26	19171567	0.1
	"New York"	"36"	"2004"	"2004"	"All other drug-induced causes"	"D9"	237	19171567	1.2
	"New York"	"36"	"2004"	"2004"	"All other alcohol-induced causes"	"A9"	1056	19171567	5.5
	"New York"	"36"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O9"	150548	19171567	785.3
	"New York"	"36"	"2005"	"2005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	796	19132610	4.2
	"New York"	"36"	"2005"	"2005"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	107	19132610	0.6
	"New York"	"36"	"2005"	"2005"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	41	19132610	0.2
	"New York"	"36"	"2005"	"2005"	"All other drug-induced causes"	"D9"	231	19132610	1.2
	"New York"	"36"	"2005"	"2005"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	15	19132610	Unreliable
	"New York"	"36"	"2005"	"2005"	"All other alcohol-induced causes"	"A9"	1049	19132610	5.5
	"New York"	"36"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O9"	150188	19132610	785.0
	"New York"	"36"	"2006"	"2006"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1352	19104631	7.1
	"New York"	"36"	"2006"	"2006"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	180	19104631	0.9
	"New York"	"36"	"2006"	"2006"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	146	19104631	0.8
	"New York"	"36"	"2006"	"2006"	"All other drug-induced causes"	"D9"	269	19104631	1.4
	"New York"	"36"	"2006"	"2006"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	20	19104631	0.1
	"New York"	"36"	"2006"	"2006"	"All other alcohol-induced causes"	"A9"	1081	19104631	5.7
	"New York"	"36"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O9"	145756	19104631	762.9
	"New York"	"36"	"2007"	"2007"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1296	19132335	6.8
	"New York"	"36"	"2007"	"2007"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	233	19132335	1.2
	"New York"	"36"	"2007"	"2007"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	178	19132335	0.9
	"New York"	"36"	"2007"	"2007"	"All other drug-induced causes"	"D9"	201	19132335	1.1
	"New York"	"36"	"2007"	"2007"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	52	19132335	0.3
	"New York"	"36"	"2007"	"2007"	"All other alcohol-induced causes"	"A9"	1115	19132335	5.8
	"New York"	"36"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O9"	144604	19132335	755.8
	"New York"	"36"	"2008"	"2008"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1310	19212436	6.8
	"New York"	"36"	"2008"	"2008"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	235	19212436	1.2
	"New York"	"36"	"2008"	"2008"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	145	19212436	0.8
	"New York"	"36"	"2008"	"2008"	"All other drug-induced causes"	"D9"	165	19212436	0.9
